"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1173","전북특별자치도 군산시 옥구읍 선제리","4**","단독","8m미만","41.19","192.00","202507","02","3,650","개인","개인","1970","우치산2길","-","중개거래","전북 군산시"
"1174","대구광역시 달성군 가창면 대일리","3**","단독","25m이상","156.58","578.00","202507","02","62,000","개인","개인","2010","가창로123길","-","직거래","-"
"1175","인천광역시 중구 운북동","3*","다가구","8m미만","220.86","1140.00","202507","02","76,300","법인","개인","2016","백운로254번길","-","중개거래","인천 중구"
"1176","전라남도 화순군 도암면 벽지리","7**","단독","8m미만","50.90","228.00","202507","02","4,000","개인","개인","1985","벽동길","-","직거래","-"
"1177","대구광역시 수성구 상동","2**","단독","8m미만","63.90","149.00","202507","02","30,800","개인","개인","1975","수성로19길","-","중개거래","대구 수성구"
"1178","대구광역시 수성구 범어동","1**","단독","8m미만","152.60","103.20","202507","02","55,000","개인","개인","2018","달구벌대로495길","-","중개거래","대구 수성구"
"1179","대구광역시 북구 노원동2가","1**","단독","8m미만","41.49","66.10","202507","02","4,500","기타","개인","1971","노원로16길","-","중개거래","대구 북구"
"1180","대구광역시 남구 대명동","5**","단독","12m미만","33.06","89.30","202507","02","9,000","개인","개인","1999","안지랑로5길","-","중개거래","대구 남구"
"1181","경상남도 창원시 마산합포구 산호동","5**","단독","8m미만","19.50","36.00","202507","02","5,000","개인","개인","1998","회원천북길","-","직거래","-"
"1182","경상남도 창원시 마산합포구 산호동","2*","단독","8m미만","117.71","120.00","202507","02","15,000","개인","개인","1974","산호북1길","-","중개거래","경남 창원시 마산합포구"
"1183","강원특별자치도 철원군 동송읍 상노리","8**","다가구","8m미만","213.20","660.00","202507","02","30,000","개인","개인","2004","담터길","-","직거래","-"
"1184","전라남도 무안군 삼향읍 지산리","4**","단독","8m미만","109.22","344.00","202507","02","10,000","개인","개인","1980","곽단길","-","직거래","-"
"1185","경상남도 창원시 마산합포구 성호동","4*","단독","8m미만","184.14","99.00","202507","02","10,000","개인","개인","1972","성호동1길","-","직거래","-"
"1186","부산광역시 해운대구 우동","5**","단독","12m미만","129.33","185.00","202507","02","178,000","개인","개인","1977","우동1로20번길","-","중개거래","부산 연제구"
"1187","강원특별자치도 정선군 여량면 구절리","2**","단독","12m미만","91.50","603.00","202507","02","12,000","개인","개인","2003","구절안길","-","직거래","-"
"1188","부산광역시 동래구 명장동","1**","단독","8m미만","156.80","142.00","202507","02","25,000","개인","개인","1996","명장로80번가길","-","중개거래","부산 동래구"
"1189","부산광역시 부산진구 개금동","6**","단독","8m미만","56.86","96.50","202507","02","19,300","개인","개인","1976","가야대로424번길","-","중개거래","부산 부산진구"
"1190","부산광역시 부산진구 당감동","8*","단독","8m미만","33.06","122.00","202507","02","12,000","개인","개인","1900","가야대로681번길","-","직거래","-"
"1191","부산광역시 부산진구 범전동","2*","단독","8m미만","46.61","79.00","202507","02","65,900","개인","개인","1971","양성로7번길","-","중개거래","부산 부산진구"
"1192","전라남도 진도군 의신면 초사리","1**","단독","8m미만","68.40","281.00","202507","02","7,660","개인","개인","1973","초하길","-","직거래","-"
"1193","전라남도 진도군 임회면 남동리","7**","단독","8m미만","116.88","479.80","202507","02","20,000","개인","개인","2015","남도전원길","-","직거래","-"
"1194","부산광역시 동구 좌천동","9**","단독","8m미만","68.06","43.00","202507","02","6,000","개인","개인","2001","진성로68번길","-","직거래","-"
"1195","경상북도 경주시 산내면 우라리","3**","단독","12m미만","74.79","897.00","202507","02","10,000","개인","개인","2012","오봉로","-","직거래","-"
"1196","서울특별시 서초구 방배동","2***","단독","12m미만","281.11","308.00","202507","02","235,000","개인","법인","1987","전원말안길","-","직거래","-"
"1197","경기도 용인시 기흥구 중동","1**","단독","8m미만","171.70","248.00","202507","02","78,350","개인","개인","2019","동백2로","-","중개거래","경기 용인시 기흥구"
"1198","서울특별시 동작구 사당동","7*","다가구","8m미만","174.47","86.00","202507","02","110,250","기타","개인","1996","동작대로33길","-","중개거래","서울 동작구"
"1199","경상북도 영천시 대창면 사리리","6**","단독","12m미만","61.44","109.08","202507","02","3,000","개인","개인","1978","금박로","-","직거래","-"
"1200","강원특별자치도 횡성군 갑천면 하대리","3**","단독","8m미만","108.37","384.00","202507","02","4,860","개인","개인","2001","수동길","-","중개거래","강원 횡성군"
"1201","경상북도 상주시 화북면 상오리","3**","단독","8m미만","106.92","550.00","202507","02","17,500","개인","개인","2019","상오2길","-","중개거래","경북 문경시"
"1202","경상북도 문경시 문경읍 당포리","1**","단독","-","193.66","411.00","202507","02","55,000","개인","개인","2024","당포길","-","직거래","-"
"1203","경상북도 경산시 하양읍 금락리","1**","다가구","12m미만","377.45","171.00","202507","02","75,000","개인","개인","2016","대학로305길","-","중개거래","대구 수성구"
"1204","경상북도 의성군 점곡면 명고리","8**","단독","8m미만","53.86","486.00","202507","02","2,400","개인","개인","","명고길","-","직거래","-"
"1205","경상북도 구미시 진평동","1**","다가구","12m미만","460.50","250.00","202507","02","23,000","개인","개인","2007","인동22길","-","중개거래","경북 구미시"
"1206","강원특별자치도 횡성군 둔내면 우용리","3**","단독","8m미만","106.25","635.00","202507","02","29,800","개인","개인","2023","고원남로","-","중개거래","강원 횡성군"
"1207","경상남도 창원시 진해구 여좌동","1**","단독","8m미만","77.12","135.50","202507","02","9,300","개인","개인","2004","여좌로40번길","-","직거래","-"
"1208","경상북도 울진군 울진읍 온양리","2**","단독","12m미만","95.04","251.00","202507","02","9,860","개인","개인","1996","온양2길","-","직거래","-"
"1209","강원특별자치도 홍천군 서면 모곡리","6**","단독","8m미만","63.79","448.00","202507","02","19,400","개인","개인","2012","모곡로138번길","-","중개거래","경기 가평군"
"1210","경상남도 창원시 진해구 자은동","8**","단독","12m미만","133.83","139.00","202507","02","19,300","개인","개인","1988","진해대로922번길","-","중개거래","경남 창원시 진해구"
"1211","서울특별시 은평구 수색동","3**","단독","8m미만","25.69","60.00","202507","02","35,000","개인","개인","1970","수색로","-","중개거래","서울 은평구"
"1212","전북특별자치도 전주시 완산구 남노송동","1**","단독","8m미만","82.05","165.00","202507","02","10,000","개인","개인","1993","견훤로","-","중개거래","전북 전주시 완산구"
"1213","서울특별시 성북구 삼선동2가","6*","단독","8m미만","46.28","79.00","202507","02","51,900","개인","개인","1989","삼선교로12길","-","중개거래","서울 성북구"
"1214","충청남도 부여군 장암면 합곡리","3**","단독","8m미만","78.11","334.00","202507","01","5,700","개인","개인","1994","충절로1724번길","-","중개거래","충남 부여군"
"1215","전라남도 담양군 담양읍 만성리","2**","단독","8m미만","76.53","327.00","202507","01","9,950","개인","개인","1980","벌뫼길","-","중개거래","전남 담양군"
"1216","강원특별자치도 원주시 판부면 서곡리","1***","단독","8m미만","131.20","486.00","202507","01","18,000","개인","개인","1998","서평길","-","직거래","-"
"1217","전북특별자치도 전주시 덕진구 인후동2가","1***","단독","12m미만","96.34","211.00","202507","01","26,500","개인","개인","1983","명주4길","-","중개거래","전북 전주시 완산구"
"1218","대구광역시 북구 산격동","5**","단독","8m미만","66.62","96.00","202507","01","12,120","개인","개인","1980","연암공원로","-","중개거래","대구 북구"
"1219","경상남도 창녕군 이방면 안리","4*","단독","8m미만","128.80","659.00","202507","01","30,400","개인","개인","2019","안리갓골길","-","직거래","-"
"1220","강원특별자치도 홍천군 북방면 성동리","5**","단독","8m미만","99.44","330.00","202507","01","7,000","개인","개인","2012","용태울길","-","직거래","-"
"1221","전라남도 장흥군 관산읍 옥당리","4**","단독","8m미만","16.50","43.00","202507","01","2,200","개인","개인","1954","옥당2길","-","직거래","-"
"1222","경상북도 포항시 남구 송도동","4**","단독","8m미만","59.60","137.20","202507","01","12,700","개인","개인","1984","송림로79번길","-","중개거래","경북 포항시 남구"
"1223","경상북도 영주시 휴천동","6**","단독","8m미만","77.40","147.20","202507","01","5,000","개인","개인","1900","원당로52번길","-","직거래","-"
"1224","서울특별시 은평구 신사동","2**","다가구","8m미만","65.12","74.97","202507","01","27,500","개인","개인","1980","가좌로11길","-","중개거래","서울 은평구"
"1225","경상북도 영주시 휴천동","7**","단독","8m미만","33.60","114.70","202507","01","3,800","개인","개인","1983","구성로294번길","-","직거래","-"
"1226","인천광역시 미추홀구 주안동","1***","다가구","8m미만","77.02","32.00","202507","01","10,000","개인","개인","2011","인하로266번길","-","중개거래","인천 미추홀구"
"1227","대구광역시 군위군 효령면 장군리","3**","단독","8m미만","99.06","492.00","202507","01","33,250","개인","개인","2021","장군당2길","-","중개거래","대구 군위군"
"1228","전북특별자치도 전주시 덕진구 덕진동1가","1***","단독","8m미만","90.49","107.00","202507","01","9,700","개인","개인","1978","사평1길","-","중개거래","전북 전주시 덕진구"
"1229","강원특별자치도 홍천군 영귀미면 노천리","1**","단독","8m미만","128.89","721.00","202507","01","10,659","개인","개인","2013","공작산로","-","중개거래","강원 홍천군"
"1230","서울특별시 은평구 불광동","3**","다가구","8m미만","394.81","172.00","202507","01","129,500","개인","개인","1997","통일로88길","-","중개거래","서울 은평구"
"1231","제주특별자치도 제주시 한경면 조수리","2***","단독","12m미만","73.88","645.00","202507","01","23,500","개인","개인","2013","고조로","-","중개거래","제주 서귀포시"
"1232","전라남도 보성군 겸백면 수남리","3**","단독","8m미만","139.20","701.00","202507","01","14,596","공공기관","개인","2011","원수남길","-","직거래","-"
"1233","제주특별자치도 제주시 구좌읍 평대리","6**","단독","8m미만","115.20","529.00","202507","01","19,000","법인","개인","2014","평대5길","-","직거래","-"
"1234","경상북도 안동시 안기동","1**","다가구","8m미만","118.25","156.00","202507","01","8,500","개인","개인","1990","안기1길","-","직거래","-"
"1235","제주특별자치도 제주시 구좌읍 하도리","3***","단독","8m미만","41.40","182.00","202507","01","20,000","개인","개인","2014","면수1길","-","중개거래","제주 제주시"
"1236","경기도 연천군 전곡읍 늘목리","1**","단독","8m미만","77.11","2745.00","202507","01","14,227","개인","개인","1994","양연로455번길","-","중개거래","경기 고양시 일산동구"
